bookId,title,series,author,rating,description,language,isbn,genres,characters,bookFormat,edition,pages,publisher,publishDate,firstPublishDate,awards,numRatings,ratingsByStars,likedPercent,setting,coverImg,bbeScore,bbeVotes,price,Lexile
4406.East_of_Eden,East of Eden,,John Steinbeck,4.38,"In his journal, Nobel Prize winner John Steinbeck called East of Eden “the first book,” and indeed it has the primordial power and simplicity of myth. Set in the rich farmland of California’s Salinas Valley, this sprawling and often brutal novel follows the intertwined destinies of two families—the Trasks and the Hamiltons—whose generations helplessly reenact the fall of Adam and Eve and the poisonous rivalry of Cain and Abel.Adam Trask came to California from the East to farm and raise his family on the new rich land. But the birth of his twins, Cal and Aaron, brings his wife to the brink of madness, and Adam is left alone to raise his boys to manhood. One boy thrives nurtured by the love of all those around him; the other grows up in loneliness enveloped by a mysterious darkness.First published in 1952, East of Eden is the work in which Steinbeck created his most mesmerizing characters and explored his most enduring themes: the mystery of identity, the inexplicability of love, and the murderous consequences of love's absence. A masterpiece of Steinbeck's later years, East of Eden is a powerful and vastly ambitious novel that is at once a family saga and a modern retelling of the Book of Genesis.--jacket flap",English,9.78014E+12,"['Classics', 'Fiction', 'Historical Fiction', 'Literature', 'Novels', 'American', 'Literary Fiction', 'Historical', 'Classic Literature', 'Adult']","['Mr. Edwards', 'Ethel', 'Lee', 'Faye', 'Tom Hamilton', 'Cyrus Trask', 'Mrs. Trask', 'Alice Trask', 'Adam Trask', 'Charles Trask', 'Aron Trask', 'Caleb Trask', 'Samuel Hamilton', 'Liza Hamilton', 'George Hamilton', 'Will Hamilton', 'Joe Hamilton', 'Lizzie Hamilton', 'Una Hamilton', 'Dessie Hamilton', 'Olive Hamilton', 'Mollie Hamilton', 'Cathy Ames', 'Abra Bacon', 'Joe Valery']",Paperback,Steinbeck Centennial Edition (US / CAN),601,Penguin Books,10/28/02,10/28/52,"['Audie Award for Classic (2004)', 'National Book Award Finalist for Fiction (1953)']",428907,"['246230', '119358', '46605', '11428', '5286']",96,['California (United States)'],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1544744853l/4406.jpg,28764,344,5.26,600L
18007564-the-martian,The Martian,The Martian #1,Andy Weir (Goodreads Author),4.4,"Six days ago, astronaut Mark Watney became one of the first people to walk on Mars. Now, he’s sure he’ll be the first person to die there.After a dust storm nearly kills him and forces his crew to evacuate while thinking him dead, Mark finds himself stranded and completely alone with no way to even signal Earth that he’s alive—and even if he could get word out, his supplies would be gone long before a rescue could arrive. Chances are, though, he won’t have time to starve to death. The damaged machinery, unforgiving environment, or plain-old “human error” are much more likely to kill him first. But Mark isn’t ready to give up yet. Drawing on his ingenuity, his engineering skills — and a relentless, dogged refusal to quit — he steadfastly confronts one seemingly insurmountable obstacle after the next. Will his resourcefulness be enough to overcome the impossible odds against him?",English,9.7808E+12,"['Science Fiction', 'Fiction', 'Audiobook', 'Adventure', 'Space', 'Adult', 'Science Fiction Fantasy', 'Thriller', 'Humor', 'Survival']","['Mark Watney', 'Venkat Kapoor', 'Melissa Lewis', 'Rick Martinez', 'Beth Johanssen', 'Alex Vogel', 'Teddy Sanders', 'Mindy Park', 'Annie Montrose', 'Bruce Ng', 'Mitch Henderson', 'Chris Beck', 'Rich Purnell', 'Brendan Hutch']",Hardcover,First Edition,384,Crown,2002/11/14,09/27/12,"['Kurd-Laßwitz-Preis for Bestes ausländisches Werk (2015)', 'John W. Campbell Memorial Award Nominee for Best Science Fiction Novel (2015)', 'ITW Thriller Award Nominee for Best First Novel (2015)', 'Audie Award for Science Fiction (2015)', 'ALA Alex Award (2015)', 'Premio Ignotus for Mejor novela extranjera (Best Foreign Novel) (2015)', '本屋大賞 Nominee for Translated Fiction (2015)', 'Goodreads Choice Award for Science Fiction & Nominee for Debut Goodreads Author (2014) and Nominee for Best of the Best  (2018)', 'Green Mountain Book Award Nominee (2016)', 'Seiun Award 星雲賞 for Best Foreign Novel (2015)']",817411,"['458260', '260529', '74433', '16902', '7287']",97,"['Mars', 'Houston, Texas (United States)']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1413706054l/18007564.jpg,28704,336,2.63,HL680L
5358.The_Firm,The Firm,,"John Grisham (Goodreads Author), Robin Waterfield (Adapter)",4.02,"Adaptation for younger readers.

Mitch McDeere, a Harvard Law graduate, becomes suspicious of his Memphis tax firm when mysterious deaths, obsessive office security, and the Chicago mob figure into its operations.",English,9.78058E+12,"['Fiction', 'Thriller', 'Mystery', 'Suspense', 'Crime', 'Mystery Thriller', 'Legal Thriller', 'Novels', 'Drama', 'Law']","['Mitchell Y. ""Mitch"" McDeere', 'Abby McDeere', 'Ray McDeere']",Paperback,Penguin Readers,76,Addison Wesley Publishing Company,02/15/00,02/28/91,[],564260,"['196723', '218138', '121525', '21870', '6004']",95,"['Memphis, Tennessee (United States)', 'Tennessee (United States)']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1418465200l/5358.jpg,28613,419,3.09,630L
6319.The_BFG,The BFG,,"Roald Dahl, Quentin Blake (Illustrator)",4.22,"Captured by a giant! The BFG is no ordinary bone-crunching giant. He is far too nice and jumbly. It's lucky for Sophie that he is. Had she been carried off in the middle of the night by the Bloodbottler, the Fleshlumpeater, the Bonecruncher, or any of the other giants-rather than the BFG-she would have soon become breakfast. When Sophie hears that they are flush-bunking off in England to swollomp a few nice little chiddlers, she decides she must stop them once and for all. And the BFG is going to help her!",English,9.78014E+12,"['Fantasy', 'Childrens', 'Fiction', 'Classics', 'Young Adult', 'Middle Grade', 'Humor', 'Adventure', 'Audiobook', 'Juvenile']","['the Big Friendly Giant', 'Queen Elizabeth II', 'Sophie (the BFG)', 'The Fleshlumpeater', 'The Bonecruncher', 'The Manhugger', 'The Childchewer', 'The Meatdripper', 'The Gizzardgulper', 'The Maidmasher', 'The Bloodbottler', 'The Butcher Boy', 'Mary (the BFG)', 'Mr. Tibbs (the BFG)']",Paperback,,199,Puffin Books,10/28/01,11/01/82,"['Zilveren Griffel (1984)', 'Books I Loved Best Yearly (BILBY) Awards for Read Aloud, Read Alone (1991)', ""West Australian Young Readers' Book Award (WAYRBA) for Younger Readers (1985)"", ""Red House Children's Book Award (1983)"", 'Deutscher Jugendliteraturpreis for Kinderbuch (1985)']",373279,"['181409', '117552', '56771', '11846', '5701']",95,"['United Kingdom', 'London, England', 'England']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327872673l/6319.jpg,27029,366,2.75,520L
23437156-six-of-crows,Six of Crows,The Six of Crows Trilogy #1,Leigh Bardugo (Goodreads Author),4.43,Ketterdam: a bustling hub of international trade where anything can be had for the right price—and no one knows that better than criminal prodigy Kaz Brekker. Kaz is offered a chance at a deadly heist that could make him rich beyond his wildest dreams. But he can’t pull it off alone. . . .A convict with a thirst for revengeA sharpshooter who can’t walk away from a wagerA runaway with a privileged pastA spy known as the WraithA Heartrender using her magic to survive the slumsA thief with a gift for unlikely escapesKaz’s crew is the only thing that might stand between the world and destruction—if they don’t kill each other first.,English,9.78163E+12,"['Fantasy', 'Young Adult', 'Fiction', 'Young Adult Fantasy', 'Adventure', 'Magic', 'Romance', 'LGBT', 'High Fantasy', 'Audiobook']","['Inej Ghafa', 'Kaz Brekker', 'Jesper Fahey', 'Wylan Van Eck', 'Matthias Helvar', 'Nina Zenik']",Hardcover,,465,Henry Holt and Company,09/29/15,,"[""Pennsylvania Young Readers' Choice Award Nominee for Young Adults (2017)"", 'Rhode Island Teen Book Award Nominee (2018)', 'Evergreen Teen Book Award Nominee (2018)', 'Milwaukee County Teen Book Award Nominee (2017)', 'Lincoln Award (2018)', 'Goodreads Choice Award Nominee for Young Adult Fantasy & Science Fiction (2015)', 'Missouri Gateway Readers Award Nominee (2017)', 'Premio El Templo de las Mil Puertas for Mejor novela extranjera perteneciente a saga (2016)', 'Hea Noorteraamat (2017)']",315707,"['187881', '90755', '26115', '6821', '4135']",97,['Ketterdam'],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1459349344l/23437156.jpg,26978,297,5.78,HL790L
8755785-city-of-heavenly-fire,City of Heavenly Fire,The Mortal Instruments #6,Cassandra Clare (Goodreads Author),4.44,"In this dazzling and long-awaited conclusion to the acclaimed Mortal Instruments series, Clary and her friends fight the greatest evil they have ever faced: Clary's own brother.Sebastian Morgenstern is on the move, systematically turning Shadowhunter against Shadowhunter. Bearing the Infernal Cup, he transforms Shadowhunters into creatures out of nightmare, tearing apart families and lovers as the ranks of his Endarkened army swell.The embattled Shadowhunters withdraw to Idris - but not even the famed demon towers of Alicante can keep Sebastian at bay. And with the Nephilim trapped in Idris, who will guard the world against demons?When one of the greatest betrayals the Nephilim have ever known is revealed, Clary, Jace, Isabelle, Simon, and Alec must flee - even if their journey takes them deep into the demon realms, where no Shadowhunter has set foot before, and from which no human being has ever returned...Love will be sacrificed and lives lost in the terrible battle for the fate of the word in the thrilling final installment of the classic urban fantasy series The Mortal Instruments!",English,9.78148E+12,"['Fantasy', 'Young Adult', 'Romance', 'Paranormal', 'Urban Fantasy', 'Vampires', 'Angels', 'Fiction', 'Magic', 'Supernatural']","['Alexander ""Alec"" Lightwood', 'Jonathan ""Jace"" Wayland', 'Isabelle ""Izzy"" Sophia Lightwood', 'Theresa ""Tessa"" Gray', 'Magnus Bane', 'Jordan Kyle', 'Maia Roberts', 'Jocelyn Fray', 'Luke Garroway', 'Sebastian Morgenstern', 'Clarissa ""Clary"" Fray', 'Simon Lewis']",Hardcover,,725,Margaret K. McElderry Books,05/27/14,,"['Goodreads Choice Award for Young Adult Fantasy (2014)', 'Premio El Templo de las Mil Puertas Nominee for Mejor novela extranjera perteneciente a saga (2014)']",288767,"['177308', '73444', '28112', '6818', '3085']",97,"['New York City, New York (United States)', 'Alicante, Idris']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1460477794l/8755785.jpg,26082,325,8.37,HL770L
18143977-all-the-light-we-cannot-see,All the Light We Cannot See,,Anthony Doerr (Goodreads Author),4.33,"An alternate cover for this ISBN can be found hereFrom the highly acclaimed, multiple award-winning Anthony Doerr, the stunningly beautiful instant New York Times bestseller about a blind French girl and a German boy whose paths collide in occupied France as both try to survive the devastation of World War II.Marie-Laure lives in Paris near the Museum of Natural History, where her father works. When she is twelve, the Nazis occupy Paris and father and daughter flee to the walled citadel of Saint-Malo, where Marie-Laure’s reclusive great uncle lives in a tall house by the sea. With them they carry what might be the museum’s most valuable and dangerous jewel.In a mining town in Germany, Werner Pfennig, an orphan, grows up with his younger sister, enchanted by a crude radio they find that brings them news and stories from places they have never seen or imagined. Werner becomes an expert at building and fixing these crucial new instruments and is enlisted to use his talent to track down the resistance. Deftly interweaving the lives of Marie-Laure and Werner, Doerr illuminates the ways, against all odds, people try to be good to one another.",English,9.78148E+12,"['Historical Fiction', 'Fiction', 'Historical', 'War', 'World War II', 'Adult', 'Audiobook', 'France', 'Book Club', 'Adult Fiction']","['Werner Pfennig', 'Marie-Laure LeBlanc', 'Frank Volkheimer', 'Etienne LeBlanc', 'Frederick (All the Light We Cannot See)', 'Jutta Pfennig', 'Madame Manec', 'Reinhold von Rumpel', 'Frau Elena', 'Daniel LeBlanc', 'Dr. Hauptmann', 'Walter Bernd', 'Bastian']",Hardcover,First Scribner hardcover edition May 2014,531,Scribner,2005/6/14,05/28/14,"['Pulitzer Prize for Fiction (2015)', 'Audie Award for Fiction (2015)', 'ALA Alex Award (2015)', 'Dayton Literary Peace Prize Nominee for Fiction (2015)', 'Ohioana Book Award for Fiction (2015)', 'Australian Book Industry Award (ABIA) for International Book (2015)', 'Andrew Carnegie Medal for Fiction (2015)', 'Idaho Book of the Year Award (2014)', 'National Book Award Finalist for Fiction (2014)', 'Goodreads Choice Award for Historical Fiction (2014) and Nominee for Best of the Best  (2018)', 'International Dublin Literary Award Nominee (2016)']",1024442,"['541185', '329482', '113565', '27961', '12249']",96,"['Paris (France)', 'Zollverein (Germany)', 'Evreux (France)', 'Saint-Malo (France)', 'Essen (Germany)', 'Berlin (Germany)', 'Schulpforte (Germany)', 'Vienna (Austria)', 'Épernay (France)', 'Nuremberg (Germany)']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1451445646l/18143977.jpg,23471,276,4.45,880L
140225.The_Voyage_of_the_Dawn_Treader,The Voyage of the Dawn Treader,The Chronicles of Narnia (Publication Order) #3,"C.S. Lewis, Pauline Baynes (Illustrator)",4.09,"The Dawn Treader will take you places you never dreamed existed. NARNIA... the world of wicked dragons and magic spells, where the very best is brought out of even the worst people, where anything can happen (and most often does)... and where the adventure begins.The Dawn Treader is the first ship Narnia has seen in centuries. King Caspian has built it for his voyage to find the seven lords, good men whom his evil uncle Miraz banished when he usurped the throne. The journey takes Edmund, Lucy, and their cousin Eustace to the Eastern Islands, beyond the Silver Sea, toward Aslan's country at the End of the World.",English,9.78006E+12,"['Fantasy', 'Fiction', 'Classics', 'Young Adult', 'Childrens', 'Adventure', 'Christian', 'Middle Grade', 'Christian Fiction', 'Science Fiction Fantasy']","['Aslan', 'Lucy Pevensie', 'Edmund Pevensie', 'Eustace Scrubb', 'Prince Caspian', 'Reepicheep']",Hardcover,,248,HarperCollins,2009/1/6,09/15/52,[],394867,"['158059', '135804', '82097', '15163', '3744']",95,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1343185059l/140225.jpg,21419,310,7.83,970L
17167166-crown-of-midnight,Crown of Midnight,Throne of Glass #2,Sarah J. Maas (Goodreads Author),4.42,"""A line that should never be crossed is about to be breached.It puts this entire castle in jeopardy—and the life of your friend.""From the throne of glass rules a king with a fist of iron and a soul as black as pitch. Assassin Celaena Sardothien won a brutal contest to become his Champion. Yet Celaena is far from loyal to the crown. She hides her secret vigilantly; she knows that the man she serves is bent on evil.Keeping up the deadly charade becomes increasingly difficult when Celaena realizes she is not the only one seeking justice. As she tries to untangle the mysteries buried deep within the glass castle, her closest relationships suffer. It seems no one is above questioning her allegiances—not the Crown Prince Dorian; not Chaol, the Captain of the Guard; not even her best friend, Nehemia, a foreign princess with a rebel heart.Then one terrible night, the secrets they have all been keeping lead to an unspeakable tragedy. As Celaena's world shatters, she will be forced to give up the very thing most precious to her and decide once and for all where her true loyalties lie... and whom she is ultimately willing to fight for.",English,9.78162E+12,"['Fantasy', 'Young Adult', 'Romance', 'Magic', 'Fiction', 'Young Adult Fantasy', 'New Adult', 'High Fantasy', 'Fae', 'Paranormal']","['Celaena Sardothien', 'Chaol Westfall', 'Prince Dorian Havilliard', 'Princess Nehemia Ytger', 'Archer Finn', 'Kaltain Rompier']",Hardcover,,420,Bloomsbury USA Childrens,08/27/13,08/15/13,['Goodreads Choice Award Nominee for Young Adult Fantasy & Science Fiction (2013)'],338827,"['195838', '102348', '31472', '6373', '2796']",97,"['Rifthold, Adarlan']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1391580481l/17167166.jpg,20640,245,18.19,840L
13214.I_Know_Why_the_Caged_Bird_Sings,I Know Why the Caged Bird Sings,Maya Angelou's Autobiography #1,Maya Angelou,4.24,"Sent by their mother to live with their devout, self-sufficient grandmother in a small Southern town, Maya and her brother, Bailey, endure the ache of abandonment and the prejudice of the local ""powhitetrash."" At eight years old and back at her mother’s side in St. Louis, Maya is attacked by a man many times her age—and has to live with the consequences for a lifetime. Years later, in San Francisco, Maya learns that love for herself, the kindness of others, her own strong spirit, and the ideas of great authors (""I met and fell in love with William Shakespeare"") will allow her to be free instead of imprisoned. Poetic and powerful, I Know Why the Caged Bird Sings will touch hearts and change minds for as long as people read.",English,9.78055E+12,"['Nonfiction', 'Classics', 'Memoir', 'Biography', 'Autobiography', 'Poetry', 'Feminism', 'African American', 'Biography Memoir', 'Race']","[""Marguerite Johnson 'Maya'"", 'Bailey Johnson Jr.', ""Annie Henderson 'Momma'"", 'Uncle Willie', 'Bailey Johnson', 'Vivian Baxter']",Paperback,,289,Bantam Books,11/28/93,10/28/69,['Coretta Scott King Book Award for Author Honor (1971)'],409104,"['202334', '131201', '54622', '13325', '7622']",95,"['Arkansas (United States)', 'Louisiana (United States)', 'California (United States)', 'Missouri (United States)']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327957927l/13214.jpg,20401,291,4.64,860L
41804.I_Robot,"I, Robot",Robot #0.1,Isaac Asimov,4.2,"Isaac Asimov's I, Robot launches readers on an adventure into a not-so-distant future where man and machine , struggle to redefinelife, love, and consciousness—and where the stakes are nothing less than survival. Filled with unforgettable characters, mind-bending speculation, and nonstop action, I, Robot is a powerful reading experience from one of the master storytellers of our time. I, ROBOT They mustn't harm a human being, they must obey hitman orders, and they must protect their own existence...but only so long as that doesn't violate rules one and two. With these Three Laws of Robotics, humanity embarked on perhaps its greatest adventure: the invention of the first positronic man. It was a bold new era of evolution that would open up enormous possibilities—and unforeseen risks. For the scientists who invented the earliest robots weren't content that their creations should ' remain programmed helpers, companions, and semisentient worker-machines. And soon the robots themselves; aware of their own intelligence, power, and humanity, aren't either. As humans and robots struggle to survive together—and sometimes against each other—on earth and in space, the future of both hangs in the balance. Human men and women confront robots gone mad, telepathic robots, robot politicians, and vast robotic intelligences that may already secretly control the world. And both are asking the same questions: What is human? And is humanity obsolete? In l, Robot Isaac Asimov changes forever our perception of robots, and human beings and updates the timeless myth of man's dream to play god. with all its rewards—and terrors.--front flap",English,9.78055E+12,"['Science Fiction', 'Fiction', 'Classics', 'Short Stories', 'Science Fiction Fantasy', 'Robots', 'Fantasy', 'Audiobook', 'Novels', 'Speculative Fiction']","['Susan Calvin', 'Mike Donovan']",Hardcover,Bantam hardcover edition (US/CAN),224,Bantam Books,06/28/04,10/28/50,[],275620,"['117522', '105882', '43800', '6775', '1641']",97,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1298423276l/41804.jpg,20373,280,8.99,820L
20613470-heir-of-fire,Heir of Fire,Throne of Glass #3,Sarah J. Maas (Goodreads Author),4.48,"Celaena has survived deadly contests and shattering heartbreak-but at an unspeakable cost. Now, she must travel to a new land to confront her darkest truth . . . a truth about her heritage that could change her life-and her future-forever. Meanwhile, brutal and monstrous forces are gathering on the horizon, intent on enslaving her world. Will Celaena find the strength to not only fight her inner demons, but to take on the evil that is about to be unleashed?",English,9.78162E+12,"['Fantasy', 'Young Adult', 'Romance', 'Magic', 'New Adult', 'Young Adult Fantasy', 'Fiction', 'Fae', 'High Fantasy', 'Paranormal']","['Celaena Sardothien', 'Chaol Westfall', 'Prince Dorian Havilliard', 'Manon Blackbeak', 'Rowan Whitethorn']",Hardcover,,565,Bloomsbury USA Childrens,2009/2/14,,['Goodreads Choice Award Nominee for Young Adult Fantasy & Science Fiction (2014)'],279699,"['173787', '75075', '23619', '4959', '2259']",97,"['Rifthold, Adarlan', 'Wendlyn']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1460846511l/20613470.jpg,19839,230,8.99,910L
12000020-aristotle-and-dante-discover-the-secrets-of-the-universe,Aristotle and Dante Discover the Secrets of the Universe,Aristotle and Dante #1,Benjamin Alire Sáenz (Goodreads Author),4.33,"A lyrical novel about family and friendship from critically acclaimed author Benjamin Alire Sáenz. Aristotle is an angry teen with a brother in prison. Dante is a know-it-all who has an unusual way of looking at the world. When the two meet at the swimming pool, they seem to have nothing in common. But as the loners start spending time together, they discover that they share a special friendship--the kind that changes lives and lasts a lifetime. And it is through this friendship that Ari and Dante will learn the most important truths about themselves and the kind of people they want to be.",English,9.78144E+12,"['Young Adult', 'LGBT', 'Contemporary', 'Romance', 'Fiction', 'Audiobook', 'Realistic Fiction', 'Queer', 'Coming Of Age', 'Young Adult Contemporary']","['Aristotle ""Ari"" Mendoza', 'Dante Quintana']",Hardcover,,359,Simon & Schuster Books for Young Readers,02/21/12,,"['Stonewall Book Award for Children’s and Young Adult Literature (2013)', 'Michael L. Printz Award Nominee (2016)', ""Pennsylvania Young Readers' Choice Award Nominee for Young Adults (2015)"", ""Lambda Literary Award for LGBT Children's/Young Adult (2013)"", 'Deutscher Jugendliteraturpreis Nominee for Jugendbuch (2015)', 'Amelia Elizabeth Walden Award Nominee (2013)', 'Lincoln Award Nominee (2016)', 'Pura Belpré Award for Narrative (2013)', 'Les Incorruptibles (2017)']",259916,"['145725', '72372', '29294', '7968', '4557']",95,"['El Paso, Texas (United States)', 'Texas (United States)']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328320260l/12000020.jpg,18331,200,19.17,HL380L
3777732-city-of-glass,City of Glass,The Mortal Instruments #3,Cassandra Clare (Goodreads Author),4.31,"Also see: Alternate Cover Editions for this ISBN [ACE]  
  ACE #1
To save her mother's life, Clary must travel to the City of Glass, the ancestral home of the Shadowhunters - never mind that entering the city without permission is against the Law, and breaking the Law could mean death. To make things worse, she learns that Jace does not want her there, and Simon has been thrown in prison by the Shadowhunters, who are deeply suspicious of a vampire who can withstand sunlight.As Clary uncovers more about her family's past, she finds an ally in mysterious Shadowhunter Sebastian. With Valentine mustering the full force of his power to destroy all Shadowhunters forever, their only chance to defeat him is to fight alongside their eternal enemies. But can Downworlders and Shadowhunters put aside their hatred to work together? While Jace realizes exactly how much he's willing to risk for Clary, can she harness her newfound powers to help save the Glass City - whatever the cost?Love is a mortal sin and the secrets of the past prove deadly as Clary and Jace face down Valentine in the third installment of the New York Times bestselling series The Mortal Instruments.",English,9.78142E+12,"['Fantasy', 'Young Adult', 'Paranormal', 'Romance', 'Urban Fantasy', 'Vampires', 'Fiction', 'Angels', 'Supernatural', 'Magic']","['Alexander ""Alec"" Lightwood', 'Jonathan ""Jace"" Wayland', 'Valentine Morgenstern', 'Isabelle ""Izzy"" Sophia Lightwood', 'Magnus Bane', 'Maia Roberts', 'Jocelyn Fray', 'Luke Garroway', 'Sebastian Morgenstern', 'Aline Penhallow', 'Clarissa ""Clary"" Fray', 'Simon Lewis']",Hardcover,1st Edition,541,Margaret K. McElderry Books,03/24/09,,"[""Children's Choice Book Award Nominee for Teen Choice Book of the Year (2010)"", 'Goodreads Choice Award Nominee for Favorite Book & Young Adult Series (2009)', 'LovelyBooks Leserpreis for Fantasy (2009)']",795269,"['428772', '230008', '103385', '23492', '9612']",96,"['Alicante, Idris', 'New York City, New York (United States)']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1369452339l/3777732.jpg,16969,226,3.71,HL760L
70535.2001,2001: A Space Odyssey,Space Odyssey #1,Arthur C. Clarke,4.15,"On the Moon, an enigma is uncovered.

So great are the implications of this discovery that for the first time men are sent out deep into our solar system.

But long before their destination is reached, things begin to go horribly, inexplicably wrong...

One of the greatest-selling science fiction novels of our time, this classic book will grip you to the very end.",English,9.78045E+12,"['Science Fiction', 'Fiction', 'Classics', 'Science Fiction Fantasy', 'Space', 'Novels', 'Fantasy', 'Audiobook', 'Literature', 'Speculative Fiction']","['Heywood Floyd', 'HAL 9000', 'Dave Bowman', 'Frank Poole']",Paperback,,297,Roc,09/01/00,04/28/68,[],259477,"['110131', '93936', '42694', '8902', '3814']",95,['Outer Space'],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1432468943l/70535._SY475_.jpg,16704,226,5.7,850L
556602.Sarah_s_Key,Sarah's Key,,Tatiana de Rosnay (Goodreads Author),4.16,"Paris, July 1942: Ten-year-old Sarah is brutally arrested with her family in the Vel' d'Hiv' roundup, the most notorious act of French collaboration with the Nazis. but before the police come to take them, Sarah locks her younger brother, Michel, in their favorite hiding place, a cupboard in the family's apartment. She keeps the key, thinking that she will be back within a few hours.Paris, May 2002: On Vel' d'Hiv's sixtieth anniversary, Julia Jarmond, an American journalist, is asked by her Paris-based American magazine to write an article about this black day in France's past. Julia has lived in Paris for nearly twenty-five years, married a Frenchman, and she is shocked both by her ignorance about the event and the silence that still surrounds it. In the course of her investigation, she stumbles onto a trail of long-hidden family secrets that connects her to Sarah. Julia finds herself compelled to retrace the girl's ordeal, from the terrible days spent shut in at the Vel' d'Hiv' to the camps and beyond. As she probes into Sarah's past, she begins to question her own place in France and to reevaluate her marriage and her life.Writing about the fate of her country with a pitiless clarity, Tatiana de Rosnay offers us a brilliantly subtle, compelling portrait of France under occupation and reveals the taboos and denial surrounding this painful episode in French history.(front flap)",English,9.78031E+12,"['Historical Fiction', 'Fiction', 'Holocaust', 'Historical', 'World War II', 'France', 'War', 'Book Club', 'Adult', 'Adult Fiction']","['Julia Jarmond', 'Sarah Starzynski', 'Zoë Tézac', 'Bertrand Tézac', 'Michel Starzynski', 'Wladyslaw Starzynski', 'Rywka Starzynski', 'William Rainsferd', 'Edouard Tézac', 'Jules Dufaure', 'Genevieve Dufaure']",Hardcover,First Edition,294,St. Martins Press,06/28/07,09/28/06,[],419544,"['176239', '159657', '64355', '14599', '4694']",95,"['Paris (France)', 'Paris (France)']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1438863728l/556602._SX318_.jpg,16390,215,5.3,HL610L
420282.The_Polar_Express,The Polar Express,,"Chris Van Allsburg, Liam Neeson (Narrator)",4.3,"The Polar Express is a treasured holiday tradition. This lavish gift set includes a CD audio recording read by Liam Neeson, a keepsake ""All Aboard"" ornament, and a note from author Chris Van Allsburg.Awarded the prestigious Caldecott Medal in 1986, The Polar Express has sold more than 7 million copies, become a classic holiday movie, and been translated into stage productions that take place across the United States during the holiday season.",English,9.7804E+12,"['Picture Books', 'Childrens', 'Christmas', 'Fiction', 'Fantasy', 'Classics', 'Holiday', 'Adventure', 'Kids', 'Juvenile']",[],Hardcover,,32,Houghton Mifflin,10/28/00,10/28/85,"['Caldecott Medal (1986)', 'Kentucky Bluegrass Award (1987)', ""Buckeye Children's Book Award for K-2 (1991)"", ""Nevada Young Readers' Award for Primary Category/Picture Book Category  (1988)"", 'Little Archer Award (1986)', 'Boston Globe-Horn Book Award Nominee for Picture Book - Honor Book (1986)']",211762,"['120113', '51491', '28544', '7797', '3817']",95,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1356707942l/420282.jpg,16270,257,3.17,520L
838729.The_Return_of_the_King,The Return of the King,The Lord of the Rings #3,J.R.R. Tolkien,4.53,"In the third volume of The Lord of the Rings trilogy the good and evil forces join battle, and we see that the triumph of good is not absolute. The Third Age of Middle-earth ends, and the age of the dominion of Men begins.",English,9.78035E+12,"['Fantasy', 'Fiction', 'Classics', 'Adventure', 'Science Fiction Fantasy', 'High Fantasy', 'Epic Fantasy', 'Literature', 'Novels', 'Magic']","['Frodo Baggins', 'Meriadoc Brandybuck', 'Peregrin Took', 'Gandalf', 'Aragorn', 'Gimli', 'Bilbo Baggins', 'Saruman', 'Éowyn', 'Éomer', 'Elrond Half-elven', 'Arwen Undómiel', 'Galadriel', 'Faramir', 'Gollum', 'Legolas', 'Sam Gamgee']",Mass Market Paperback,,385,Ballantine Books,07/12/74,10/20/55,[],678718,"['444995', '167044', '52699', '10091', '3889']",98,['Middle-earth'],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1574117762l/838729._SY475_.jpg,15932,219,5.57,920L
